X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
0.906933757,2.582035165,2.029366686,-0.582446637,0.049198321,-0.312116807,1.500793074,6.233732818,-0.476448537,0.506064931,0.270377838,2.864117812,2.389650624,-0.296551905,0.864498405,-0.563063286,0.221160436,2.632586315,-0.808086094,-0.161367556,1.605050244,-0.385916525,0.923285448,-2.137691509,0.108868709,2.434283842,-2.57532215,-0.106356892,2.773523256,1.174381238,3.279364541,-0.304289885,-0.466244894,1.196788089,4.28467391,-1.746080472,1.944376605,3.485565081,2.127204901,-0.180984213,-0.445740148,1.784243367,0.683810056,-1.034650401,1.305264164,1.695704351,3.364970185,1.326814183,2.47591694,0.016990639,0.278917678,1.317829414,-0.783332354,-1.8278846,-0.002428021,0.264594061,-1.28019394,-1.253998551,-1.689327486,3.269025941,1.070637647,0.656445298,-0.706206184,-0.851205336,-1.007524055,2.687571499,-0.712686234,-1.591643112,1.708212503,3.166629502,1.28148362,-1.917867401,2.169030994,-1.443719011,0.857103648,-0.367645526,-0.257676402,5.766288165,-0.304283053,1.073877696,2.096339235,0.010448169,-1.619618601,-0.988017922,0.810700933,-1.915498423,-3.259520712,1.827372352,0.19720219,-4.102316673,0.23621552,1.830500362,-1.176960581,-0.797030624,2.741837326,2.841410351,-2.056900122,-1.272821249,-2.904701467,1.326299164
1.788163377,1.450763694,1.118488046,1.215138256,2.801852603,0.522515924,0.178964646,-0.710549144,0.070370379,-0.475079502,2.709525007,1.742260724,0.309900047,0.965971276,2.785625696,2.057006858,-2.255269336,3.445032646,-0.566759052,1.635479501,-1.347313103,1.713336624,0.198303942,2.715363433,0.109021264,0.879535658,1.23672956,-0.726633134,-1.020779104,1.072071763,0.723279453,0.352023558,-2.521090078,-1.554147279,1.153501351,0.060973984,-1.909925263,0.167399815,3.488330398,0.92989418,-1.185378316,3.675879065,0.844816118,0.831268611,0.147863376,0.607844635,2.19924563,1.54757212,-2.104608249,1.77066734,1.600148748,-0.743835982,0.388473931,0.187520776,-0.584986224,0.318757647,-1.402002835,1.929278743,1.224234485,-1.440592131,-1.518029797,2.06194839,-0.807494415,0.089302314,-0.650246887,-0.505418871,-3.254639462,-0.062198027,3.739199263,1.782906685,3.940690368,1.641729852,0.59399151,4.197225042,1.393300632,-1.792170643,-2.395176453,1.777244124,3.376930923,1.160133774,2.551771427,2.0590705,-1.741705402,-2.348900868,0.552171725,-1.019294529,-0.315892342,-2.48794347,1.847166259,-0.836591754,1.962835346,0.859729233,3.757153242,1.308441611,-2.649785755,3.713741281,0.038517095,-1.35380865,-2.072575399,0.026870142
-1.681290812,0.151461345,2.838611228,-1.183799709,0.900071185,-2.423486457,-0.339010011,-1.170741487,1.313711673,0.884651693,2.53045755,2.358122371,1.405867295,1.321951836,2.355082797,0.702536222,-1.069113742,0.748167293,1.54998803,-0.026542977,2.062269429,0.540407788,0.389276946,0.970334833,1.024461666,1.726703597,-0.232199942,-0.967891574,-2.88960558,2.838986774,-0.823197155,-0.741286244,2.013023906,2.595411721,2.271173534,-0.868916954,-0.548455444,-0.412395396,1.406042112,0.602406484,1.068785889,2.561465519,-0.764032429,-1.593975167,-0.847606001,2.000154485,-1.123585961,0.944615374,-0.36417992,-0.42720536,-0.837517179,-0.887604287,0.645457668,1.277676989,-0.441399452,-0.81808849,1.574162895,2.03861738,0.614552299,-0.950143674,3.663551636,-0.728766119,1.293531873,0.114053283,0.849190967,-0.254244533,0.617480703,2.242936782,2.81031879,0.20872717,1.33268162,1.522530931,1.902500424,-0.631998984,0.980190271,1.795229449,-0.000877279,2.742614046,0.750642983,-0.391339102,-1.260870159,1.153780075,-2.11566641,-4.735039716,0.780776105,0.096257755,-2.783408337,-0.586995025,1.919780352,-0.562336496,-0.888630403,1.478635067,-1.835739299,2.030565603,2.948215893,-2.339586579,-0.765216885,-0.232278198,1.705124206,0.26049145
2.917042004,0.798959263,4.071010296,1.279887208,1.361448266,-2.41469178,-1.233844617,-0.064571856,-0.504840047,-0.228867144,4.111387756,1.331171773,-0.815274012,1.889906351,3.035336181,-0.402310875,1.079083937,3.596706648,1.061595355,0.116553174,3.026647501,0.408903655,-0.453626154,-1.107188171,1.346980692,1.590900414,0.673663284,-0.284438883,1.231644155,-1.830814693,4.761802898,-1.026768821,-1.317244722,-0.731268827,0.397124522,0.092332713,0.046861398,1.85547022,-2.400580097,-0.482490438,3.902605339,0.610131511,0.965646349,0.09721042,-0.518723795,0.308230061,-2.257747313,1.693718575,-1.085310258,1.268381202,0.806760735,1.188614482,-0.410966114,-1.175248677,3.117188091,-2.167726803,2.108724846,0.408179796,-0.215186338,0.846023175,-0.472283881,1.80936803,4.352618242,0.406245512,-1.910502461,1.708717414,2.084517243,-0.873318223,-0.651881647,-0.696943681,-0.516170691,-0.373416167,-0.767317078,-1.485932133,1.716708371,1.864728142,-1.402753688,5.395486916,2.131339618,0.898795454,-1.797344587,-0.101907167,1.536106485,1.453334352,2.98218044,-0.178753987,1.328498811,1.184641619,2.856548407,3.035874561,-0.059892823,0.958004417,-0.489974473,1.517592063,0.57352914,-0.467270092,-0.752847693,0.651045194,0.316563808,2.20084803
-1.792996141,-0.04520514,-2.898191991,0.695663681,2.182597806,-3.098134125,-2.788283578,-1.586917666,1.465557089,-2.417280797,2.753193205,1.378857149,3.199347659,0.619166746,-0.714518921,1.164695146,0.739059164,1.707132189,1.495994943,1.045419764,-2.812184078,-1.545872118,-2.649784236,-0.262375224,3.361452,-1.07872714,-0.691506229,-0.374063607,-1.094628811,-2.278486655,1.483522729,-0.907321353,-1.081672991,0.787576539,-0.03851572,0.967101055,-0.138042528,-0.534053377,-0.514839753,-0.874503936,3.787957776,1.475653041,-1.909584202,0.885818007,-1.690693471,2.062803924,4.085539084,-0.755332407,1.638003276,0.962308305,0.999793877,-0.897862377,-0.027533846,-1.739301252,2.490383899,-3.026714751,-2.418179428,2.303733475,1.65606434,2.041773273,0.54274529,-1.394199641,2.169066652,1.465010136,1.795114142,1.455380503,4.176315639,-1.984135665,2.620726553,1.390933169,2.443714231,3.073606939,0.110076518,2.225396715,1.100526829,0.539570769,1.871064071,0.425518182,-4.307376338,0.457961893,-1.089843367,0.175136071,-1.486751073,1.556690916,-1.089343074,1.537871117,0.612301371,1.999915586,0.44218061,-0.843054433,-0.416352846,-1.007016732,0.210897016,0.272784453,-1.71466149,0.19694633,-2.873040063,2.074588055,-2.309465589,-0.206684353
0.524608212,-0.512408465,-0.790170764,-1.647013153,0.975929007,1.825642687,2.694984344,1.770366886,3.394142225,-0.635803597,0.060704221,-2.003241047,-0.536777098,2.245457259,-0.385313585,0.535568817,2.550337212,-0.804789207,0.377746085,1.654915813,3.401585076,0.647187745,-0.066423229,-2.261769886,1.569006392,0.228282989,3.204247141,3.102371895,-0.572566787,0.730246372,1.775966569,-0.162575753,-1.018702813,-0.556906163,0.05564215,1.690995085,0.711541914,1.941412864,-1.162458469,-1.916772315,0.533936889,-1.367784968,0.164653719,2.471496876,-1.610361844,-1.339316338,0.900214524,0.490692081,3.765890182,5.097205079,-2.431535111,2.650989155,0.473415487,0.314711256,2.378888097,1.142059081,0.450611093,-0.506506128,2.499092665,4.326688574,0.639290637,-2.719287064,-1.484856906,2.173261156,0.229873953,-1.28752754,2.575456743,-2.441988372,0.463355365,-0.031502412,0.827421667,0.159308565,-1.331481711,3.42391819,4.810708855,2.133850531,-2.70411651,1.261192587,-0.821208466,3.107783428,0.435007521,-1.886587041,0.798382465,1.610274319,-0.339558385,2.726701683,-4.305107799,2.043578022,0.098202124,2.803749908,1.01944281,0.536672784,0.754645059,2.960558656,0.773169341,0.395606368,1.695389057,-0.487317253,5.12186098,1.867482204
2.305283292,0.938073279,-1.10463316,2.331369015,0.949566337,2.44271956,1.870166015,5.17387398,0.999374165,-1.483055432,-1.840462057,-0.853067869,0.30810552,-2.20985949,-0.062399668,-3.222894033,-1.185977063,-0.336428099,0.959398835,1.835243618,1.453961467,0.95818118,2.119883203,1.759709389,0.665106934,-1.9223002,-4.160322807,-0.968188125,1.105674488,2.363693001,0.125070704,0.347379144,-2.210869511,0.066494252,0.518621571,-0.281616513,-0.346099777,-0.900168989,-1.221579938,2.32737927,-0.879817534,1.248157038,-1.379710424,3.848041739,-2.089397613,2.418134958,2.64130089,-0.386260747,3.67882615,0.616386465,-0.183338635,-2.237899404,0.456201928,-1.888434289,1.18497622,-1.114430485,1.033336411,-0.953501049,-1.760115994,-1.106574987,0.517388053,3.184161352,-0.040109845,2.312324405,-1.328120676,1.862253241,1.626835194,-1.106787835,2.43220772,0.309823756,0.52114741,-0.926501391,-0.174961546,0.270518513,2.644173975,-0.107392622,-1.1493004,0.892460244,0.685727703,2.381338272,0.660408924,2.593200648,-0.505359152,5.311908187,0.219024918,2.029941958,1.196326834,3.323190311,-1.067716717,-1.241920605,2.393633379,-0.561192565,2.334155417,-2.918719312,-1.334187602,0.585815227,0.180271171,3.562419938,0.888488749,-0.127648244
2.323873302,-0.843395337,-0.671753658,-1.715239963,2.502788898,-0.298357956,3.359727552,2.518305088,1.669020509,1.109932204,2.291089579,3.746808817,3.665377037,1.815108607,-2.993805445,0.942479719,-0.351427136,-0.859881026,0.780585687,1.825034921,1.364554121,-0.567793311,2.89257351,0.470197643,-0.085584633,-0.379652951,0.587930109,-0.972286157,0.081041351,0.892120505,0.227599026,-4.404758337,-0.135397792,1.641414315,0.637780774,3.239923735,-0.066825795,1.334950583,-0.098622243,0.540679869,4.054258247,0.257294386,-0.192371789,1.101236797,-2.636574533,-0.348293705,-0.480950415,-1.784379925,-0.892277749,-1.204461577,1.08791006,0.757662096,0.555065002,2.247388318,1.922259536,0.953345229,0.759195902,-1.630752919,0.799192657,2.351219405,2.163709432,0.823442877,-0.760077331,-1.07343509,-2.297964827,4.96052036,0.704530212,1.162046628,3.013345992,-0.896601604,0.193997632,0.325951479,-2.529343492,1.008305401,-0.279911719,1.811227857,0.298944016,2.294707969,-1.230941867,-0.007195177,1.355022449,0.692579095,2.540043866,1.891354024,-1.855770614,-0.740225149,-0.28118047,1.802992547,0.379034471,1.464164597,3.346048693,-0.056079128,1.493949635,-1.781777237,2.370655038,-3.06501955,-0.634642081,-1.333508636,2.051526265,2.390287402
-2.023038199,0.602657923,1.560044112,-2.415211127,2.437496261,1.223412669,0.594898054,1.549331041,0.549287496,1.696877939,1.142774499,2.485870688,3.680581854,-0.843667811,0.068764431,3.081387014,2.375178273,0.629096032,1.975001362,-0.085196416,-0.154321484,1.41617218,3.917980884,1.201430965,1.278716175,0.320143172,-1.21150644,-1.54258514,1.063130371,4.144038713,-0.501528245,-1.191029426,2.542349958,-0.123595272,1.076642253,-1.183752257,1.968350015,-0.423106509,0.445970795,-0.004658963,0.095171076,0.250810707,-0.781628237,3.782607054,-2.066725549,-3.709323627,1.550990558,-0.450225151,-0.954023487,3.614841031,-0.45602461,1.403953066,0.606663966,-1.764293245,2.233884857,2.198035402,0.319043847,0.94755316,4.032260918,-2.439364568,-1.085619895,2.344703487,-1.495056208,-0.692166429,-1.216170689,1.342723885,-1.223291302,2.476207879,1.766962507,0.759770014,1.908284354,2.587908499,-0.126671263,-1.392173286,2.194049969,-1.368352232,-2.560713668,3.407514449,-0.14479831,-1.029741323,-1.82388765,-1.228877588,-0.138855965,3.721890528,0.823018163,2.694158543,1.880890811,0.954328724,0.816211622,-1.168024679,3.077134778,0.254609473,1.12595922,0.168080172,0.946927369,1.176141996,2.062503913,4.59293654,0.430546793,-2.81498602
2.383335779,1.332765125,2.123022862,-2.560720581,-0.40695511,2.182553436,-0.776822081,3.266808763,-1.809613227,-3.130402968,0.413850251,2.235505141,-1.327302292,-2.169028708,2.571996533,-1.550735585,-2.109985762,-1.516495338,-0.86388413,0.247160362,0.173453575,0.256494921,2.656790576,0.363512326,0.590841746,-3.284976763,1.198015931,1.805730523,0.387387531,1.48618538,0.115280224,-0.871990983,2.937824114,2.312024934,2.562717556,1.074164644,1.085143957,0.304599836,-1.346954808,-0.39456191,0.42996437,3.030856435,2.553854234,0.060327422,-2.715480713,0.129964031,-0.474554402,-0.867697653,0.055233163,-0.579774631,-0.074570261,0.483030972,-0.864788462,1.614129519,1.777373464,-3.628318706,2.259932099,0.645595846,2.220032976,0.903523765,1.138329824,-1.117456904,1.715162106,0.984863738,-1.118405537,-2.700501274,1.263991176,3.249009392,-1.290347018,1.128560288,0.778768899,1.794446506,2.004119388,3.615224518,0.801069092,0.176885625,-2.193684486,-0.707462097,2.692631269,1.911492825,-2.094653656,4.182063084,3.153183942,2.181225245,-0.677417961,2.799292308,0.987914259,0.330606973,4.053951124,-0.423055262,3.520256273,0.531468419,-0.197543467,1.221346938,-1.62724072,-2.028655799,1.196714142,1.984516218,0.651716794,0.152739884
