X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
0.921806509,-2.142794608,3.284928732,-0.780448409,3.17304746,2.990744128,-0.01137374,2.588013413,0.2652514,0.485383581,-3.372287345,2.354818285,1.632391533,-0.55295532,0.572933335,0.597237213,-0.418986416,1.565652652,0.481022643,-0.108530107,-0.016836035,-0.6353121,1.867528582,2.156124486,-1.008899977,1.192028683,-0.20946017,-0.123464433,3.934130903,0.352801552,-2.064372283,1.769373179,1.95762787,0.494759464,2.368556908,2.754169598,1.544058032,3.025687974,0.783820961,-1.619926684,0.801880716,1.456466327,-0.553404385,-0.831471022,-0.930607182,-0.094205996,-2.495656335,3.229759214,2.196219901,1.61461791,1.421289922,-2.511871448,0.113986613,-0.677891737,-0.442833189,1.377409863,-0.123966665,0.460299204,0.534926292,-0.15638643,2.457108754,1.994215764,2.377864455,-1.698650074,2.379984904,-0.142200482,-3.152678799,5.242870261,-1.626766326,-0.91995008,2.477168874,-1.206039721,-2.214831026,2.027844257,0.226593447,3.447483693,0.025765437,-1.787234789,3.018555274,2.536429048,1.218665048,-0.85261779,-0.958967996,0.471647224,0.594047771,-0.981222979,-1.372842112,1.861860773,-1.423490482,1.78430237,-0.371632435,-3.216996784,3.239902175,-0.687347548,1.38745163,0.967480645,0.121519831,0.960797751,2.917263863,0.226286522
2.607117715,1.177279936,2.300185421,0.669897838,0.657087284,0.325373264,-0.138247237,0.106286209,-0.373774162,-2.829524685,-0.253922747,2.679086068,-0.371648337,1.732275452,1.185237413,1.341305393,-1.823041599,0.848092629,-0.909478335,1.943304163,4.29638078,1.517985712,2.470424797,2.252363366,2.135613601,2.555927875,-2.217204508,4.969607395,-1.119866311,0.005232544,0.66582869,-1.380189825,0.091266467,-2.241996377,1.913399639,-0.626304864,-0.092148594,-3.8941274,-0.790758645,1.753554517,-1.764590529,2.105861574,-0.699246536,0.590477681,-0.853780354,1.814636899,-0.497282613,3.997718689,1.216819267,2.624183074,0.389684694,-1.186741754,1.677884076,1.728730904,2.040361971,-0.680663558,2.988864692,0.728590292,0.801803578,-0.649973901,0.481493141,1.756799346,1.264406036,0.499363708,-1.385363078,-0.098950699,2.583733641,1.408624262,-0.959781286,-0.395053042,1.688990587,-2.551242999,0.342294552,2.501394371,1.312323344,1.451972468,-2.351379178,-0.048559419,-2.246498402,1.411692787,1.162434517,1.980273767,-1.398764517,1.242875049,-1.838140523,4.24519458,1.793266496,2.249386093,0.705669117,6.212276132,0.941183843,0.642889464,1.157029835,2.484399823,0.016530242,-0.096283359,-1.246437478,-0.065273394,3.419226776,1.768112536
2.011895471,3.361295598,3.988190399,0.164196615,0.015018665,-1.929877172,1.030379755,-2.807494395,-0.333939419,-0.759441838,3.491334203,-0.149019635,1.750631086,-0.229926142,0.619480746,-0.802823358,-1.905005423,1.760629221,-6.607799414,0.005644768,1.021857028,0.69510827,0.498024913,0.56962993,0.03472953,0.686343698,0.872358099,1.168996828,1.108835258,0.040440828,1.312588011,-2.821140851,2.211288285,0.959715242,3.354297473,3.434380414,1.98942638,-0.141854485,-2.055588248,1.974530033,0.161093971,3.96259382,-1.200417929,-0.481283877,0.24535335,0.218314399,2.72048098,1.03439014,1.30402697,3.490750905,-2.400992518,2.000060393,-1.163684164,0.876718341,2.369466318,2.761476973,1.245078643,-1.089939584,-0.825321256,0.467878184,3.315859094,0.323156752,0.534167981,-1.855412921,0.871085289,1.587791167,2.29597165,2.185062399,-1.697661641,-0.238822296,3.83489705,0.790210595,2.13790675,-1.103795415,1.86447066,3.704410651,0.198102334,-1.381519658,0.877561378,1.941750312,-1.967627837,0.828246027,3.991171062,0.790085535,1.119238473,-1.078616921,1.448098157,1.701727327,1.46227086,0.591559442,-0.143821053,3.635693927,0.178086167,-2.127703678,2.809211064,0.57632548,0.443864964,0.31904177,-1.324019213,0.889087909
1.384239575,-0.549601433,3.445516768,2.771786193,2.028663227,-1.350243784,1.244185439,-0.253833928,-0.106783321,3.442042833,2.423648734,2.123284458,1.574273386,-1.624042241,0.400763957,0.939636807,-2.624097918,0.143157356,1.151185896,-0.567630629,-1.416224096,-1.960791364,-1.270816699,-0.313740696,-2.075305541,-1.284420885,1.083151699,0.930729531,0.702866402,1.604588949,-2.922162955,-0.282896485,-0.832436407,0.739600034,-0.937795499,1.924021854,-0.184455448,-1.780636565,2.69714326,0.743987384,-0.33437385,1.776630704,-1.916195064,3.161416152,-1.237898975,-0.27803467,-1.112304004,-1.591971502,0.232234217,0.846602525,-3.090779461,-0.698768222,1.120007276,0.43504308,1.764298187,-1.007260697,0.306992214,1.434489834,2.506717135,2.541678982,0.122311777,0.445581438,-1.759322699,-0.199307244,0.24558945,0.023943225,3.879908776,0.649549673,0.222183868,2.709228718,1.552755276,-0.846243236,1.027334763,0.950990745,3.612065042,1.231405008,0.890606987,2.553467959,0.881019631,-0.972360212,-1.212957176,2.285621726,-1.382406261,-0.901075076,-2.83368944,1.944258918,1.21814889,1.422540348,-1.700410871,2.326903981,1.401643998,-3.16728783,-0.355048101,-0.042554507,0.160532806,0.517265837,-4.148101744,1.769316253,-0.724112548,-0.732686509
-0.234273219,1.46967848,0.818848706,-1.630448863,0.981775722,3.455780312,2.496288235,0.935447362,-2.642256881,2.110520346,-3.737655578,-3.109131882,-2.381662907,2.732769272,0.159036376,2.321562824,-0.273901595,1.6314639,1.640748835,-0.398873898,-0.200543766,-1.012499241,-0.032794321,3.268138043,1.713614315,0.50987957,-1.923088575,1.04131282,3.476813696,-1.536912188,0.578169955,-0.299430699,2.395816406,2.109625145,-0.810383382,1.499105911,3.364588392,1.517811581,4.7606215,-0.774534614,1.152816403,0.303709858,0.141929871,1.529770895,-0.339022213,2.952244105,-1.021173087,-0.697261235,0.260032258,1.439727661,1.253526805,-0.396200355,-1.825664297,3.083018907,0.882845352,-0.152768791,1.979655075,0.744941665,-0.740737984,2.902624626,2.717239014,0.177719342,-0.09508812,3.030673732,0.475469499,0.870168065,-0.30816914,-0.884485388,0.154955428,-1.711298398,1.70964708,-0.79456948,4.129327208,-0.900261401,1.118428011,0.621906205,0.933527032,0.003912095,-1.752154737,0.604749552,1.804077808,2.372295961,3.336573398,1.556162919,0.431087902,-0.558066662,0.915058554,-1.122046031,1.101570168,0.550846414,-5.061497324,0.730309818,-2.483170424,2.971216869,-2.734805005,-1.857758838,-0.132627549,1.125068529,-0.039918676,-1.280391385
-3.896536284,0.463495212,3.119150486,-3.104660592,0.802249388,1.853278587,2.679375,2.324927514,-0.353118077,-1.20478518,1.651722315,-1.466617496,2.82747344,2.028595538,3.849557958,1.828921083,-1.420544515,1.471504243,0.558473744,0.717258188,-1.361491415,-0.491772961,-0.006601735,1.650472899,1.064818591,0.893255642,0.272725911,-0.283442702,2.670665796,2.943900236,0.376624221,-0.708257959,-1.616089588,1.969499748,1.307262054,3.424242145,-1.109064916,-0.74275591,-0.424236645,-0.362517933,2.563295507,-0.331043322,-4.127785222,1.002693221,-1.947242846,2.098222057,2.035306505,0.747206374,-0.513539389,1.75174659,-0.835900118,-0.525136319,0.486190606,-0.223732046,-0.89370987,-1.188399248,5.282726934,-0.564418155,3.529873201,0.623356765,1.815721129,1.877296583,-1.038597417,2.428338031,-1.7383505,3.189273107,-2.558442571,-3.103917802,0.99870932,-3.779341943,1.196963083,-3.773859968,1.935610357,0.6122984,-0.558501824,-0.000664893,1.370622007,-2.385228889,-0.669760947,0.187746381,0.669119201,1.997846232,1.400269966,1.8405748,0.867822914,-2.166026094,1.465311649,0.569750247,2.43649373,0.07188663,2.76947699,2.238707222,-0.389332514,0.64890891,-0.683452501,1.038602446,1.555465938,-0.749047229,2.518095136,1.969626177
-1.906273247,-1.193402786,0.740232235,1.289038042,0.260005286,-1.110556001,0.50358357,1.311361985,-2.826388234,1.842606265,-0.258819471,3.173821113,-1.249281431,2.072341555,-4.949932187,-1.228714828,-2.081883323,-1.171316255,-1.488898318,2.455168076,-0.603802339,0.101469223,-2.026787297,-0.57417825,-1.121959593,-0.177003868,2.998314053,-2.683705462,1.866067366,0.191742317,-0.24809713,-0.942293564,1.091879341,0.01529351,-2.009453729,-1.39729301,0.14099947,-0.084560151,1.429733619,0.307751131,0.548070331,0.764883749,0.78405663,3.173184104,0.058617797,-0.771968621,2.379782324,1.51464845,-0.566174042,2.153072951,0.096378574,0.127308615,-1.219402918,-0.248546316,-1.122145315,-2.042380057,2.403760983,2.370918903,-0.265217311,-2.82797629,1.219547619,3.367528048,1.049797425,-1.901546155,2.859894068,-1.606026027,-1.334116504,-0.231300923,-0.532931521,1.263714148,0.492250398,1.394056525,2.137364523,2.825579817,1.099800755,0.745528,3.718766091,2.765288286,-0.745182077,0.162524932,-1.207585643,0.284200846,0.340527992,2.475078622,-0.347142589,2.481950654,-3.230417004,1.428068482,2.080576115,1.92220283,2.869167721,0.506294981,1.788784484,0.672053414,-0.682676589,3.976755704,-1.218958311,3.883237361,3.112048824,1.709256824
-0.847034543,2.699046055,-1.306539441,0.438204988,0.401568111,-0.486369501,-0.258391009,-0.961398692,0.622951641,2.095077311,1.842532622,1.165934275,-0.943687192,3.72237853,4.218017504,0.819580578,-3.028955983,0.576416809,1.642915241,-0.173125925,-1.662179401,-1.632857538,-2.476094228,1.552595494,0.527986794,0.296628789,2.163645392,0.638618806,-0.326783574,-0.680441458,4.893836315,3.796154089,-1.615876161,0.781313418,1.22722983,0.551234533,1.522929527,1.553876358,-0.307627524,-0.69382742,-1.189167643,1.685677775,0.751198244,2.254781488,0.324228913,-4.244731031,-2.287876888,-1.107036708,-0.705688647,1.159547518,1.619966637,-0.594763323,1.463544159,-0.296234542,-0.332886979,-2.143619409,-0.831363008,4.153371952,0.117048904,-0.251453456,1.28665561,2.243341892,-1.986623465,-1.777921038,1.21269223,0.84087173,0.050426979,0.548772208,1.025938576,1.176269439,1.797139386,1.62595601,0.933931246,1.719859289,1.90292874,0.045132756,-0.279825919,1.553487112,2.609339888,1.677576416,-3.277841275,0.197617721,-0.70233083,2.70468834,3.233988644,-0.185581716,2.45049629,-1.184875694,-1.28509748,-1.06695833,3.437891065,-0.235220859,0.021454712,-1.606620595,1.356763352,2.316627357,-0.366018057,4.153509227,1.925992008,1.246815529
-2.158236621,3.261297135,1.186795136,0.677868509,0.741377721,-1.505836714,-1.123491242,-1.704123265,0.511204188,-1.948795704,1.381996217,-1.861769249,1.642988397,-2.705405603,2.247702486,-0.816867562,0.962197273,0.188674977,-0.147602934,-2.537258988,0.243341134,-1.013591714,0.344762517,0.398355441,-0.001893673,2.617027633,-1.635323163,1.160238878,2.048475262,-0.312045977,-0.720958321,-0.666305877,3.196836637,-0.348595953,-1.924242169,3.889306891,0.066532751,-3.028358347,0.116282893,-0.324548536,1.676987013,-0.615382336,-1.194187333,1.654467395,1.676384788,-0.008792373,-1.100117274,0.051728836,1.021914968,-0.348833651,-1.439630296,1.026687094,-2.71435919,0.180840433,0.92695202,-1.313188649,2.286808849,4.164750789,-3.047221125,0.380959841,-0.091114335,0.743631729,3.146628163,-2.098468492,-0.013587987,0.328497686,2.775194787,1.3945456,1.893425013,-0.753876165,-0.576151243,-1.708071436,1.176307075,0.70125532,1.031578489,1.17979584,0.767460117,0.484022228,1.358025817,1.5349462,-0.651247775,2.352667561,1.872678845,0.56585179,0.782218368,0.490911289,-0.888136847,2.581020655,1.268145367,0.503214712,0.796572896,2.34670067,-1.127597075,-1.675259934,1.954257588,-0.564020319,0.215131038,0.476793751,0.935302666,2.94605105
-0.613180863,-2.126631871,0.849315795,1.683843806,4.299880031,-1.645122882,1.285059238,-1.834345373,1.886177268,0.612789031,-1.334133302,2.026570211,1.731074851,1.089926526,3.220866011,1.156596132,0.39871228,0.988257083,0.313629753,3.274679625,0.602152978,2.054907582,-0.604620952,-1.978250856,-0.531868791,1.786061931,1.083682098,2.614861099,2.730531892,0.081646366,2.340461609,1.121710314,-3.666445486,0.339670379,4.030793363,-1.852889232,2.509173054,-0.644080735,2.22879645,4.074834766,-0.423750227,-1.287780853,4.588913987,0.054460263,0.407572997,-1.949260092,3.297384175,1.428443547,-0.980174377,4.330345612,1.28953055,0.972067558,1.926575824,1.167709529,-1.989475455,1.794670486,-0.576396122,-0.957123817,2.508045247,0.959870987,-1.529819121,1.515158788,-1.590456689,-1.121693299,0.101642577,1.24657979,-1.494555882,1.274549056,4.246271266,-3.870708723,4.512977729,2.216806399,2.177108788,1.379585303,2.672751498,1.068112788,-3.379506664,-2.971762002,1.148536876,0.456351124,3.282367152,2.977459091,-1.546291017,1.258257347,2.361169052,0.044531834,-0.634830037,-1.573278041,0.756175491,0.496780688,1.61272981,0.48663678,-0.978377953,0.542683815,-1.215096337,1.469867681,0.256637157,1.714364204,-1.422060948,1.898157665
